"","hour","x","lat","lon"
"417","2016-01-18 08:00:00",8,43.068021,-89.412087
"418","2016-01-18 09:00:00",2,43.068021,-89.412087
"419","2016-01-18 10:00:00",3,43.068021,-89.412087
"420","2016-01-18 11:00:00",6,43.068021,-89.412087
"421","2016-01-18 12:00:00",5,43.068021,-89.412087
"422","2016-01-18 13:00:00",2,43.068021,-89.412087
"423","2016-01-18 14:00:00",5,43.068021,-89.412087
"424","2016-01-18 15:00:00",11,43.068021,-89.412087
"425","2016-01-18 16:00:00",9,43.068021,-89.412087
"426","2016-01-18 17:00:00",21,43.068021,-89.412087
"427","2016-01-18 18:00:00",9,43.068021,-89.412087
"428","2016-01-18 19:00:00",7,43.068021,-89.412087
"429","2016-01-18 20:00:00",1,43.068021,-89.412087
"430","2016-01-18 21:00:00",5,43.068021,-89.412087
"431","2016-01-18 22:00:00",0,43.068021,-89.412087
"432","2016-01-18 23:00:00",2,43.068021,-89.412087
"433","2016-01-19 00:00:00",1,43.068021,-89.412087
"434","2016-01-19 01:00:00",0,43.068021,-89.412087
"435","2016-01-19 02:00:00",0,43.068021,-89.412087
"436","2016-01-19 03:00:00",0,43.068021,-89.412087
"437","2016-01-19 04:00:00",0,43.068021,-89.412087
"438","2016-01-19 05:00:00",2,43.068021,-89.412087
"439","2016-01-19 06:00:00",14,43.068021,-89.412087
"440","2016-01-19 07:00:00",28,43.068021,-89.412087
"441","2016-01-19 08:00:00",27,43.068021,-89.412087
"442","2016-01-19 09:00:00",13,43.068021,-89.412087
"443","2016-01-19 10:00:00",4,43.068021,-89.412087
"444","2016-01-19 11:00:00",11,43.068021,-89.412087
"445","2016-01-19 12:00:00",9,43.068021,-89.412087
"446","2016-01-19 13:00:00",6,43.068021,-89.412087
"447","2016-01-19 14:00:00",7,43.068021,-89.412087
"448","2016-01-19 15:00:00",16,43.068021,-89.412087
"449","2016-01-19 16:00:00",22,43.068021,-89.412087
"450","2016-01-19 17:00:00",42,43.068021,-89.412087
"451","2016-01-19 18:00:00",15,43.068021,-89.412087
"452","2016-01-19 19:00:00",15,43.068021,-89.412087
"453","2016-01-19 20:00:00",5,43.068021,-89.412087
"454","2016-01-19 21:00:00",2,43.068021,-89.412087
"455","2016-01-19 22:00:00",4,43.068021,-89.412087
"456","2016-01-19 23:00:00",2,43.068021,-89.412087
"457","2016-01-20 00:00:00",1,43.068021,-89.412087
"458","2016-01-20 01:00:00",1,43.068021,-89.412087
"459","2016-01-20 02:00:00",0,43.068021,-89.412087
"460","2016-01-20 03:00:00",0,43.068021,-89.412087
"461","2016-01-20 04:00:00",1,43.068021,-89.412087
"462","2016-01-20 05:00:00",4,43.068021,-89.412087
"463","2016-01-20 06:00:00",12,43.068021,-89.412087
"464","2016-01-20 07:00:00",35,43.068021,-89.412087
"465","2016-01-20 08:00:00",36,43.068021,-89.412087
"466","2016-01-20 09:00:00",17,43.068021,-89.412087
"467","2016-01-20 10:00:00",10,43.068021,-89.412087
"468","2016-01-20 11:00:00",13,43.068021,-89.412087
"469","2016-01-20 12:00:00",8,43.068021,-89.412087
"470","2016-01-20 13:00:00",9,43.068021,-89.412087
"471","2016-01-20 14:00:00",11,43.068021,-89.412087
"472","2016-01-20 15:00:00",17,43.068021,-89.412087
"473","2016-01-20 16:00:00",46,43.068021,-89.412087
"474","2016-01-20 17:00:00",50,43.068021,-89.412087
"475","2016-01-20 18:00:00",42,43.068021,-89.412087
"476","2016-01-20 19:00:00",8,43.068021,-89.412087
"477","2016-01-20 20:00:00",9,43.068021,-89.412087
"478","2016-01-20 21:00:00",12,43.068021,-89.412087
